TMIN,TMAX,TPROM
2.67940874593164,21.4455421443873,12.0624754451595
10.5767933578336,26.0937473400534,18.3352703489435
8.52546035664003,24.090870578148,16.308165467394
14.1522430512464,22.468441665384,18.3103423583152
15.5270519094562,23.6077929106375,19.5674224100468
15.5814303269102,24.9027013192158,20.242065823063
15.4908826667582,24.9788547440511,20.2348687054046
14.928641340604,25.3081176888298,20.1183795147169
14.7144567471163,26.3444444476276,20.529450597372
16.8252854887197,27.8393492775688,22.3323173831442
14.9347020286264,29.3624319202299,22.1485669744281
19.450517462084,27.8142380613221,23.632377761703
17.1722749301786,26.4467741275926,21.8095245288856
16.9920232819832,22.6412111455677,19.8166172137755
14.0197366099781,32.3391418051399,23.179439207559
16.332536544341,34.182492501506,25.2575145229235
21.125704392028,32.0264645010733,26.5760844465507
18.4990818377422,31.6812751706053,25.0901785041738
22.7448333984687,33.8230170168575,28.2839252076631
18.4011239501704,29.57996870964,23.9905463299052
14.651826708904,18.6285358034279,16.640181256166
11.5086025186801,24.0681863726679,17.788394445674
11.1349045793777,29.9502391038085,20.5425718415931
20.7286831172487,34.7805168961729,27.7546000067108
4.72240180764574,23.1784918694149,13.9504468385303
13.1482345789934,26.6556884902568,19.9019615346251
17.9654705953682,31.6340571844812,24.7997638899247
20.4281335680083,30.586518454768,25.5073260113881
21.4553697652776,32.9773900470329,27.2163799061552
20.6802907117056,32.4005722902555,26.5404315009806
18.6605621147247,24.3466059470692,21.5035840308969
15.5390935153524,25.9956984725821,20.7673959939673
13.5801939644481,25.4692152653147,19.5247046148814
14.7174237484474,33.0304523133325,23.8739380308899
20.1566916709012,34.1162181368828,27.136454903892
21.285618134429,34.3287634832559,27.8071908088425
24.2200427901182,34.8064736789148,29.5132582345165
19.9000634400367,37.1518074570526,28.5259354485446
20.2733909466938,38.4119850209148,29.3426879838043
17.7673987349601,30.4514143165108,24.1094065257355
20.284952215865,35.9460012027889,28.1154767093269
14.7287640795927,27.9902442087836,21.3595041441881
11.4478896435877,27.0867007628396,19.2672952032136
18.3512486632169,32.910030796707,25.630639729962
18.1695018706149,27.1308765477601,22.6501892091875
11.6314492413596,24.5205158873252,18.0759825643424
11.833800858194,26.1054627497308,18.9696318039624
18.6140960041827,27.802530235597,23.2083131198899
19.970371335231,28.9157612521725,24.4430662937018
21.2863259711681,30.0787394832466,25.6825327272074
19.6140284356781,30.9330598617651,25.2735441487216
20.6425411516502,32.1028715609723,26.3727063563112
20.8595478881616,25.977492173215,23.4185200306883
17.0947729702677,22.8649314412,19.9798522057338
9.7503684015149,24.3921902644442,17.0712793329795
12.0942862475656,27.833492129877,19.9638891887213
15.6068065270209,31.1926588643338,23.3997326956774
20.2547623259567,30.2038156771655,25.2292890015611
12.0792784845119,30.4587135958899,21.2689960402009
20.4578576907198,35.5118324564052,27.9848450735625
17.3523340601514,29.7669065921244,23.5596203261379
20.8949007922295,26.8427771731222,23.8688389826759
18.0418441730649,30.2329935683623,24.1374188707136
18.8308566826459,33.8299671715922,26.3304119271191
11.989153933852,31.0293309693979,21.5092424516249
18.6536398308926,33.026474423948,25.8400571274203
20.5289020656651,34.280818922728,27.4048604941965
21.4090848984918,32.5231975231581,26.966141210825
22.096451741972,31.2528341422525,26.6746429421122
21.8090493243838,31.4057207937145,26.6073850590492
21.9189234320106,32.3124759988428,27.1156997154267
19.4335744433731,29.99389895837,24.7137367008716
16.5011469521008,30.2906878733985,23.3959174127497
17.4955744790304,31.1906709662866,24.3431227226585
15.0581630234984,32.2058235094169,23.6319932664576
19.8328543638766,35.4264389093114,27.629646636594
22.5167607510415,36.3498791451257,29.4333199480836
24.1460415632576,35.3887843348906,29.7674129490741
22.7097891070942,31.0968290072644,26.9033090571793
23.2452336812117,32.0761200810053,27.6606768811085
20.9371433141134,32.3283969483308,26.6327701312221
21.4843249804363,32.3100888477332,26.8972069140848
17.9689521049559,35.4792273345564,26.7240897197562
17.2872650344601,33.3676361656975,25.3274506000788
17.8287174261601,34.0160565960664,25.9223870111132
19.0859447084388,22.0340621281718,20.5600034183053
21.4673250550958,31.9365518977423,26.701938476419
20.9694835645925,27.9368637104086,24.4531736375005
20.3837742026658,30.9620889628088,25.6729315827373
18.6999409229449,31.0697454998423,24.8848432113936
15.7111848906889,31.159553044906,23.4353689677974
18.6364891871154,31.3268386289623,24.9816639080388
18.3950553226811,29.7004191922577,24.0477372574694
21.3053792796459,27.82701490758,24.566197093613
18.2805482536658,28.9589824205213,23.6197653370936
14.7223329179219,29.4458850066373,22.0841089622796
12.696171823286,30.446471604098,21.571321713692
19.7627818882843,34.2607321446291,27.0117570164567
22.9252324166793,36.029409691117,29.4773210538981
23.315889142296,33.1594962475672,28.2376926949316
18.801008878507,35.2130041242672,27.0070065013871
20.8066062431168,38.2180678566773,29.5123370498971
25.3800419456283,38.5911188121348,31.9855803788815
26.514951805347,39.5335052596625,33.0242285325047
22.7220688811191,31.6060154025007,27.1640421418099
20.8029185792215,34.7163076368012,27.7596131080113
15.3968804881884,30.7213364147819,23.0591084514851
12.6589688193745,27.7840157432545,20.2214922813145
7.52524259878021,17.9834208728234,12.7543317358018
6.59336652122529,23.6963060929861,15.1448363071057
13.1076624455004,26.0657032096129,19.5866828275567
12.3452849340321,29.8009609722174,21.0731229531248
18.2091103744466,30.1549788514875,24.1820446129671
21.0467789203214,34.1188721475166,27.582825533919
18.9453952746616,32.527122506592,25.7362588906268
16.341729744761,32.1546207430839,24.2481752439225
19.3482499176056,31.9639649120601,25.6561074148329
14.3163204974971,28.074598434869,21.1954594661831
16.8834194304393,31.5401639373894,24.2117916839143
19.9724000597122,36.0707552442693,28.0215776519908
25.086464080739,37.378792075062,31.2326280779005
25.5780438492816,38.868169433832,32.2231066415568
26.1276974436924,35.5529211787847,30.8403093112386
23.5509867971264,33.3309995799226,28.4409931885245
21.9646150201499,32.1163748162392,27.0404949181946
24.9387798005203,35.1591118525299,30.0489458265251
22.6350812657178,33.198673989242,27.9168776274799
20.1984401184101,31.6386085167254,25.9185243175678
19.4704576614559,31.6127556688923,25.5416066651741
24.8405344717764,37.3053531885165,31.0729438301465
21.9328739447781,39.6764513214562,30.8046626331172
27.4392037479418,37.4073788209033,32.4232912844226
25.4476427422733,35.6549680615186,30.5513054018959
26.2951363758454,37.0782283951355,31.6866823854905
24.4982719945251,31.4023729254422,27.9503224599836
21.4513486511259,31.4522328566726,26.4517907538992
19.3223503460546,34.7925800868065,27.0574652164306
19.6904330336512,31.2909756486415,25.4907043411464
19.7886789345425,31.560705104224,25.6746920193832
17.3508516330928,25.7898271924535,21.5703394127731
15.64755902278,26.8999658542614,21.2737624385207
19.3379608960817,26.9341799065759,23.1360704013288
20.6094452915039,28.7042092537573,24.6568272726306
16.9926198092814,27.9925754875542,22.4925976484178
20.0321948700926,27.4827289427519,23.7574619064222
12.5922294963888,24.9323976932187,18.7623135948038
11.6535399728295,24.2533523418213,17.9534461573254
17.5627956588175,29.5709545850117,23.5668751219146
18.0704550872718,22.325803331171,20.1981292092214
11.2970066652679,22.624681470129,16.9608440676984
13.5402271191237,21.6620424925095,17.6011348058166
6.27029516147775,21.3296119822783,13.799953571878
11.000041215109,23.9506140722874,17.4753276436982
15.013544823897,21.1723358439226,18.0929403339098
14.6767098742008,23.6561108334781,19.1664103538395
12.654473095439,24.8984454242546,18.7764592598468
15.532010874409,24.0487845040361,19.7903976892226
15.4581796303346,24.9138323598728,20.1860059951037
13.1621470516174,26.3416311677205,19.7518891096689
13.6018434788923,27.9863866436146,20.7941150612534
14.2864816970795,28.4891504931762,21.3878160951278
14.1167872395622,28.697868010687,21.4073276251246
14.1737715832246,25.518434615977,19.8461030996008
7.35140106473855,18.5951282925292,12.9732646786339
6.69869640598311,20.0364246089182,13.3675605074507
10.6845106885671,19.2308731406199,14.9576919145935
8.23055973873531,20.4116902262514,14.3211249824934
10.5183598824833,20.7940062406872,15.6561830615853
11.4381694037535,17.4432082205094,14.4406888121314
10.8003260963401,18.9626067359673,14.8814664161537
4.54038922463376,20.3678236677997,12.4541064462167
11.7073556927765,22.2795706196043,16.9934631561904
9.70642110669261,24.2677790318707,16.9871000692816
11.106794413255,23.2517768461305,17.1792856296927
13.3671090438542,22.4911137483078,17.929111396081
16.2396077005867,20.8984582349118,18.5690329677493
12.0461402016975,22.077484208998,17.0618122053477
12.7496198354002,26.5665876229516,19.6581037291759
15.8870643141439,26.4110284871836,21.1490464006638
18.8210383704336,27.4690919584545,23.145065164444
14.2400772891454,27.2807210308904,20.7603991600179
7.48755297295661,19.629017888683,13.5582854308198
4.36999442362067,19.1656506160087,11.7678225198147
5.74398236072591,19.3565808038628,12.5502815822944
5.04046838022187,22.5432703170452,13.7918693486335
11.626101948914,23.0701568499518,17.3481293994329
16.1821922473749,20.4786609287316,18.3304265880532
14.6654361827556,21.4113594425539,18.0383978126548
11.0103502621129,21.0960769412095,16.0532136016612
8.10155280927504,19.0920606508395,13.5968067300573
8.41161771275321,18.4580946182848,13.434856165519
5.7958237324701,17.4369662213087,11.6163949768894
5.19783377232078,18.5743813230337,11.8861075476772
13.212232610355,22.026425979022,17.6193292946885
11.5145781740363,24.6479648303858,18.081271502211
9.8894369651434,25.6478945573716,17.7686657612575
13.4312787053257,24.9048240991067,19.1680514022162
15.203856576224,24.2809935224025,19.7424250493133
13.0522317872155,21.9764114441659,17.5143216156907
7.17068767635862,20.3108403430326,13.7407640096956
8.7412781550675,16.5429905540891,12.6421343545783
7.6318650598237,17.7989201205306,12.7153925901772
14.2404916156592,20.330248163138,17.2853698893986
16.0245227628566,21.3047194778768,18.6646211203667
19.2402150870429,23.0500405814227,21.1451278342328
17.8538278378941,21.2785324610525,19.5661801494733
12.7089057419894,20.6536228417893,16.6812642918894
6.4163320962244,14.8431809128709,10.6297565045476
1.84622006789279,14.2939587742138,8.07008942105332
1.60841108978502,15.3268603841526,8.46763573696881
7.68349692421658,16.4933071628968,12.0884020435567
12.548344038446,19.7978849722925,16.1731145053693
11.9063557201321,23.2114026262209,17.5588791731765
13.2166952727807,23.7834067838423,18.5000510283115
13.7300542126069,21.8239226440207,17.7769884283138
9.88903933245119,18.8254154600737,14.3572273962624
3.56072825611808,15.5350225850889,9.5478754206035
8.71510793534878,19.6054749722933,14.160291453821
14.2009749562644,18.8496687552835,16.5253218557739
14.4142375100736,23.9808968416421,19.1975671758578
11.1470611059782,23.1808391274597,17.163950116719
6.78470948099561,11.4806848175953,9.13269714929544
2.39444109425223,11.1991425093086,6.79679180178041
1.0468891519975,12.9262261386476,6.98655764532256
0.675558224441359,13.6551986662686,7.16537844535499
0.383258581227704,14.6339108707164,7.50858472597203
-0.239451918148159,14.3948933672499,7.07772072455087
2.28482245963084,15.4297880351041,8.85730524736746
4.49813285118402,12.7380748590295,8.61810385510674
-1.28287064112312,12.571116549531,5.64412295420393
2.670518192746,13.5523663190627,8.11144225590437
6.76946755323454,14.5343090663852,10.6518883098099
