TMIN,TMAX,TPROM
2.85419251537652,21.3879708386973,12.1210816770369
10.7777193593754,27.8595954428853,19.3186574011303
8.5833989766798,25.306441493953,16.9449202353164
13.9011657949103,22.6682286025172,18.2846971987138
15.8875428145027,25.3344655973634,20.6110042059331
15.84115873476,24.3602796911608,20.1007192129604
17.1281080684216,26.0218767555761,21.5749924119988
15.8265854898422,26.7923539404501,21.3094697151462
15.6993050972161,26.837749298899,21.2685271980575
17.7696052895574,28.4414910009178,23.1055481452376
14.9727209763786,30.0277000116182,22.5002104939984
19.0816143905218,28.8177728472688,23.9496936188953
18.1031275479737,26.014283949917,22.0587057489453
16.847513435312,22.6869717071644,19.7672425712382
13.7329812994903,31.6829035487889,22.7079424241396
17.6465138097728,33.5358651787639,25.5911894942684
20.3087210997399,33.2844962259387,26.7966086628393
17.7358851709104,33.198864443504,25.4673748072072
23.3470687830148,33.97456614576,28.6608174643874
18.3783971478823,30.3214508355402,24.3499239917113
14.654737495211,18.3769793784651,16.515858436838
10.7993986072763,24.0963261187078,17.4478623629921
11.2771057113699,29.769528204592,20.523316957981
20.7546026105349,35.8907238785131,28.322663244524
5.16065762931083,24.2131065664108,14.6868820978608
13.752828340738,28.3067514083076,21.0297898745228
18.0199943896841,32.588076143975,25.3040352668295
21.2708634003157,31.8617548945155,26.5663091474156
22.3037570118031,33.4493076297439,27.8765323207735
21.1316680399567,33.4347594839086,27.2832137619326
19.2612872322999,25.4810586686049,22.3711729504524
16.5619201358353,25.7688980970141,21.1654091164247
14.0764177353654,25.9595868337368,20.0180022845511
14.8063228830646,33.1365975317905,23.9714602074276
20.9631873946751,34.1318456343305,27.5475165145028
21.6125744294758,35.1340435157731,28.3733089726245
24.8286341718947,35.1301088809337,29.9793715264142
20.8012479524961,36.5080345524647,28.6546412524804
21.6451716530614,37.8300439937961,29.7376078234288
17.8704298903423,31.2867279400449,24.5785789151936
21.4930492602402,37.4915796143768,29.4923144373085
14.3533908890869,28.7349347737951,21.544162831441
12.7529522071137,26.236746793422,19.4948495002678
18.2033802221109,33.5386116472144,25.8709959346626
18.7129683125592,27.2441702983599,22.9785693054595
11.7066915594413,25.9036957095085,18.8051936344749
13.1355192736319,25.7403606957451,19.4379399846885
18.9845831239198,29.187306461348,24.0859447926339
19.6957288459468,30.4903833955027,25.0930561207248
21.7875798594465,31.5510641616992,26.6693220105728
19.692048959065,31.817641855761,25.754845407413
20.5987727555168,31.5333607551852,26.066066755351
21.4141099394706,27.5185774461141,24.4663436927923
18.2194219122986,22.350505267241,20.2849635897698
10.5810550272676,24.1702669252761,17.3756609762719
12.6052830408313,28.4762342732341,20.5407586570327
17.1249067832567,32.4411434696522,24.7830251264544
21.0519144034043,31.1362265756852,26.0940704895448
12.7699970119532,30.0479406808296,21.4089688463914
20.973296347587,35.0581667212158,28.0157315344014
16.6088948723354,29.9103841216073,23.2596394969714
20.3972222691209,26.9376236606149,23.6674229648679
18.0774493747873,30.4677788795242,24.2726141271558
19.8165825061766,33.6918069224164,26.7541947142965
12.5702589891919,31.3504929826645,21.9603759859282
19.7937172449812,33.6287785383491,26.7112478916652
21.671348220624,34.4936107959499,28.0824795082869
22.93266204886,31.6240466751479,27.2783543620039
21.8492694306682,31.1685417897318,26.5089056102
22.2062293455226,31.7975408941809,27.0018851198518
21.7653498724926,33.9589001625325,27.8621250175125
20.6543965216967,30.3855378225533,25.519967172125
18.0721672305094,31.2247740917477,24.6484706611286
18.7854739012505,31.348318040951,25.0668959711007
